"Date","Price","Open","High","Low","Vol.","Change %"
"12/23/2022","17,750.0","17,950.0","17,950.0","17,600.0","4.51M","-1.39%"
"12/22/2022","18,000.0","17,900.0","18,300.0","17,700.0","7.71M","1.69%"
"12/21/2022","17,700.0","17,850.0","17,900.0","17,100.0","8.65M","0.57%"
"12/20/2022","17,600.0","18,300.0","18,450.0","17,400.0","18.20M","-4.09%"
"12/19/2022","18,350.0","18,800.0","19,250.0","18,350.0","14.38M","-2.39%"
"12/16/2022","18,800.0","18,700.0","19,100.0","18,700.0","11.67M","-0.79%"
"12/15/2022","18,950.0","18,000.0","19,200.0","18,000.0","24.16M","4.41%"
"12/14/2022","18,150.0","18,350.0","18,400.0","18,000.0","10.44M","0.83%"
"12/13/2022","18,000.0","17,750.0","18,000.0","17,500.0","7.97M","1.69%"
"12/12/2022","17,700.0","18,200.0","18,400.0","17,650.0","12.47M","-2.75%"
"12/09/2022","18,200.0","18,200.0","18,300.0","17,750.0","9.43M","0.55%"
"12/08/2022","18,100.0","17,700.0","18,500.0","17,550.0","13.82M","4.62%"
"12/07/2022","17,300.0","17,650.0","17,900.0","17,250.0","12.16M","-2.26%"
"12/06/2022","17,700.0","19,000.0","19,050.0","17,700.0","22.07M","-6.84%"
"12/05/2022","19,000.0","19,000.0","19,300.0","18,750.0","19.93M","1.06%"
"12/02/2022","18,800.0","17,800.0","18,800.0","17,550.0","16.33M","5.62%"
"12/01/2022","17,800.0","17,700.0","18,400.0","17,450.0","27.68M","2.30%"
"11/30/2022","17,400.0","17,300.0","17,550.0","16,950.0","13.19M","1.16%"
"11/29/2022","17,200.0","17,200.0","17,450.0","16,800.0","15.13M","0.00%"
"11/28/2022","17,200.0","16,450.0","17,200.0","16,400.0","15.45M","6.17%"
"11/25/2022","16,200.0","15,800.0","16,200.0","15,750.0","9.86M","3.18%"
"11/24/2022","15,700.0","15,650.0","15,850.0","15,400.0","6.35M","0.00%"
"11/23/2022","15,700.0","15,800.0","16,100.0","15,700.0","7.37M","-0.63%"
"11/22/2022","15,800.0","15,700.0","16,450.0","15,600.0","13.39M","0.64%"
"11/21/2022","15,700.0","15,900.0","16,100.0","15,600.0","10.73M","0.00%"
"11/18/2022","15,700.0","15,500.0","16,200.0","15,000.0","12.90M","0.00%"
"11/17/2022","15,700.0","15,350.0","15,900.0","15,100.0","14.82M","3.97%"
"11/16/2022","15,100.0","13,450.0","15,100.0","13,200.0","26.09M","6.71%"
"11/15/2022","14,150.0","15,000.0","15,200.0","14,150.0","23.48M","-6.91%"
"11/14/2022","15,200.0","15,950.0","15,950.0","15,100.0","12.03M","-5.00%"
"11/11/2022","16,000.0","16,250.0","16,700.0","15,950.0","11.97M","1.27%"
"11/10/2022","15,800.0","16,850.0","16,900.0","15,800.0","20.04M","-6.78%"
"11/09/2022","16,950.0","17,300.0","17,550.0","16,900.0","8.44M","-1.45%"
"11/08/2022","17,200.0","16,750.0","17,450.0","16,600.0","8.72M","1.47%"
"11/07/2022","16,950.0","17,600.0","17,750.0","16,950.0","11.58M","-5.31%"
"11/04/2022","17,900.0","17,350.0","17,900.0","16,500.0","24.98M","1.42%"
"11/03/2022","17,650.0","17,650.0","18,000.0","17,600.0","8.90M","-1.40%"
"11/02/2022","17,900.0","18,000.0","18,200.0","17,800.0","10.21M","-0.56%"
"11/01/2022","18,000.0","18,000.0","18,400.0","17,850.0","20.85M","1.69%"
"10/31/2022","17,700.0","17,700.0","17,900.0","17,000.0","12.20M","0.28%"
"10/28/2022","17,650.0","17,800.0","18,150.0","17,400.0","13.95M","0.86%"
"10/27/2022","17,500.0","16,500.0","17,500.0","16,500.0","13.10M","6.71%"
"10/26/2022","16,400.0","16,400.0","16,800.0","16,250.0","7.26M","0.00%"
"10/25/2022","16,400.0","15,750.0","16,650.0","15,500.0","16.04M","5.13%"
"10/24/2022","15,600.0","16,300.0","16,450.0","15,450.0","17.42M","-3.11%"
"10/21/2022","16,100.0","17,250.0","17,250.0","16,100.0","13.74M","-6.12%"
"10/20/2022","17,150.0","17,450.0","17,500.0","17,150.0","6.78M","-2.00%"
"10/19/2022","17,500.0","17,700.0","17,800.0","17,250.0","5.59M","-0.28%"
"10/18/2022","17,550.0","17,950.0","18,200.0","17,450.0","9.56M","0.29%"
"10/17/2022","17,500.0","17,700.0","17,800.0","17,100.0","9.75M","-1.69%"
"10/14/2022","17,800.0","17,900.0","18,300.0","17,600.0","12.14M","2.30%"
"10/13/2022","17,400.0","17,150.0","17,550.0","17,000.0","6.81M","1.46%"
"10/12/2022","17,150.0","16,150.0","17,150.0","16,150.0","12.29M","6.85%"
"10/11/2022","16,050.0","17,300.0","17,300.0","16,050.0","19.40M","-6.96%"
"10/10/2022","17,250.0","16,950.0","17,400.0","16,550.0","11.37M","1.77%"
"10/07/2022","16,950.0","17,550.0","17,800.0","16,850.0","41.17M","-6.35%"
"10/06/2022","18,100.0","19,150.0","19,150.0","18,050.0","7.52M","-5.73%"
"10/05/2022","19,200.0","19,100.0","19,450.0","19,050.0","5.03M","2.13%"
"10/04/2022","18,800.0","19,200.0","19,200.0","18,500.0","8.40M","0.53%"
"10/03/2022","18,700.0","19,900.0","19,900.0","18,600.0","9.07M","-6.50%"
"09/30/2022","20,000.0","19,700.0","20,000.0","19,300.0","7.53M","1.01%"
"09/29/2022","19,800.0","20,200.0","20,250.0","19,800.0","4.32M","-0.75%"
"09/28/2022","19,950.0","20,000.0","20,250.0","19,950.0","3.50M","-1.24%"
"09/27/2022","20,200.0","20,350.0","20,350.0","20,000.0","3.98M","0.50%"
"09/26/2022","20,100.0","20,600.0","20,900.0","19,900.0","10.19M","-4.29%"
"09/23/2022","21,000.0","21,200.0","21,350.0","21,000.0","3.72M","-1.18%"
"09/22/2022","21,250.0","21,000.0","21,250.0","20,850.0","5.33M","0.24%"
"09/21/2022","21,200.0","21,200.0","21,200.0","20,950.0","4.02M","-0.70%"
"09/20/2022","21,350.0","21,350.0","21,350.0","20,950.0","5.17M","1.67%"
"09/19/2022","21,000.0","21,700.0","21,800.0","21,000.0","8.31M","-3.67%"
"09/16/2022","21,800.0","22,250.0","22,350.0","21,750.0","7.02M","-1.58%"
"09/15/2022","22,150.0","22,450.0","22,550.0","22,050.0","3.59M","-1.12%"
"09/14/2022","22,400.0","22,050.0","22,450.0","22,000.0","6.83M","-0.67%"
"09/13/2022","22,550.0","22,650.0","22,750.0","22,500.0","5.16M","-0.22%"
"09/12/2022","22,600.0","23,000.0","23,000.0","22,600.0","3.01M","-0.44%"
"09/09/2022","22,700.0","22,950.0","22,950.0","22,250.0","8.65M","-0.44%"
"09/08/2022","22,800.0","23,100.0","23,250.0","22,750.0","7.96M","-0.87%"
"09/07/2022","23,000.0","23,700.0","23,800.0","23,000.0","17.41M","-2.75%"
"09/06/2022","23,650.0","23,600.0","23,900.0","23,550.0","6.89M","0.21%"
"09/05/2022","23,600.0","23,700.0","23,900.0","23,550.0","6.38M","-0.63%"
"08/31/2022","23,750.0","23,650.0","23,950.0","23,550.0","6.93M","0.42%"
"08/30/2022","23,650.0","23,550.0","23,900.0","23,450.0","9.24M","1.07%"
"08/29/2022","23,400.0","23,050.0","23,500.0","22,900.0","11.96M","-0.85%"
"08/26/2022","23,600.0","23,750.0","23,900.0","23,600.0","10.03M","-0.21%"
"08/25/2022","23,650.0","23,400.0","23,650.0","23,250.0","11.50M","1.50%"
"08/24/2022","23,300.0","23,250.0","23,400.0","23,150.0","7.26M","0.43%"
"08/23/2022","23,200.0","22,800.0","23,250.0","22,800.0","5.63M","0.43%"
"08/22/2022","23,100.0","23,300.0","23,450.0","23,000.0","10.64M","0.43%"
"08/19/2022","23,000.0","23,083.3","23,083.3","22,916.7","10.95M","-0.18%"
"08/18/2022","23,041.7","23,083.3","23,208.3","22,958.3","10.86M","-0.36%"
"08/17/2022","23,125.0","22,750.0","23,208.3","22,750.0","18.49M","1.84%"
"08/16/2022","22,708.3","22,750.0","22,833.3","22,625.0","8.45M","-0.37%"
"08/15/2022","22,791.7","22,750.0","23,000.0","22,708.3","9.73M","1.11%"
"08/12/2022","22,541.7","22,333.3","22,583.3","22,250.0","5.34M","0.93%"
"08/11/2022","22,333.3","22,875.0","22,916.7","22,291.7","13.48M","-1.47%"
"08/10/2022","22,666.7","22,833.3","22,875.0","22,583.3","7.64M","-0.55%"
"08/09/2022","22,791.7","22,833.3","23,000.0","22,666.7","12.72M","0.92%"
"08/08/2022","22,583.3","22,500.0","22,666.7","22,333.3","10.86M","0.56%"
"08/05/2022","22,458.3","22,416.7","22,458.3","22,125.0","8.99M","0.00%"
"08/04/2022","22,458.3","22,458.3","22,666.7","22,333.3","13.43M","0.19%"
"08/03/2022","22,416.7","22,166.7","22,416.7","21,833.3","11.87M","0.75%"
"08/02/2022","22,250.0","22,041.7","22,375.0","21,916.7","13.09M","0.75%"
"08/01/2022","22,083.3","21,416.7","22,083.3","21,375.0","14.40M","3.31%"
"07/29/2022","21,375.0","21,416.7","21,458.3","21,250.0","8.90M","0.39%"
"07/28/2022","21,291.7","21,041.7","21,458.3","20,916.7","11.20M","2.61%"
"07/27/2022","20,750.0","20,833.3","20,916.7","20,625.0","6.89M","-0.99%"
"07/26/2022","20,958.3","21,041.7","21,208.3","20,916.7","4.31M","-0.40%"
"07/25/2022","21,041.7","21,208.3","21,291.7","21,000.0","4.36M","-1.17%"
"07/22/2022","21,291.7","21,333.3","21,583.3","21,291.7","8.50M","-0.20%"
"07/21/2022","21,333.3","21,250.0","21,458.3","21,250.0","8.02M","0.20%"
"07/20/2022","21,291.7","21,250.0","21,375.0","21,166.7","8.26M","1.39%"
"07/19/2022","21,000.0","21,125.0","21,166.7","20,833.3","5.69M","-0.79%"
"07/18/2022","21,166.7","21,250.0","21,416.7","21,166.7","7.37M","-0.20%"
"07/15/2022","21,208.3","21,250.0","21,416.7","21,166.7","9.71M","-0.20%"
"07/14/2022","21,250.0","20,958.3","21,291.7","20,958.3","8.73M","0.79%"
"07/13/2022","21,083.3","21,083.3","21,458.3","20,916.7","11.59M","1.00%"
"07/12/2022","20,875.0","20,416.7","21,000.0","20,291.7","7.03M","2.66%"
"07/11/2022","20,333.3","20,750.0","20,875.0","20,250.0","9.92M","-2.59%"
"07/08/2022","20,875.0","21,083.3","21,083.3","20,791.7","6.66M","-0.20%"
"07/07/2022","20,916.7","20,750.0","21,125.0","20,416.7","7.89M","0.80%"
"07/06/2022","20,750.0","20,833.3","21,291.7","20,708.3","8.97M","-2.16%"
"07/05/2022","21,208.3","20,541.7","21,500.0","20,416.7","19.80M","3.46%"
"07/04/2022","20,500.0","20,291.7","20,541.7","20,083.3","7.58M","1.65%"
"07/01/2022","20,166.7","19,791.7","20,333.3","19,541.7","9.07M","0.00%"
"06/30/2022","20,166.7","20,625.0","20,750.0","20,166.7","8.62M","-2.02%"
"06/29/2022","20,583.3","20,458.3","20,916.7","20,291.7","10.29M","0.00%"
"06/28/2022","20,583.3","19,750.0","21,000.0","19,708.3","14.87M","2.49%"
"06/27/2022","20,083.3","19,833.3","20,166.7","19,666.7","6.70M","1.69%"
"06/24/2022","19,750.0","20,166.7","20,166.7","19,750.0","4.62M","-1.46%"
"06/23/2022","20,041.7","19,375.0","20,041.7","19,375.0","6.77M","2.56%"
"06/22/2022","19,541.7","18,875.0","19,916.7","18,875.0","12.56M","4.45%"
"06/21/2022","18,708.3","18,750.0","19,083.3","18,375.0","7.50M","-0.22%"
"06/20/2022","18,750.0","19,416.7","19,708.3","18,208.3","11.61M","-3.43%"
"06/17/2022","19,416.7","19,708.3","20,083.3","19,333.3","25.13M","-6.43%"
"06/16/2022","20,750.0","20,833.3","21,166.7","20,750.0","8.55M","0.00%"
"06/15/2022","20,750.0","21,041.7","21,250.0","20,166.7","18.71M","-2.35%"
"06/14/2022","21,250.0","20,833.3","21,583.3","20,833.3","10.48M","-0.58%"
"06/13/2022","21,375.0","22,333.3","22,333.3","21,333.3","19.34M","-6.73%"
"06/10/2022","22,916.7","22,916.7","23,333.3","22,875.0","5.63M","-1.08%"
"06/09/2022","23,166.7","23,458.3","23,458.3","22,916.7","5.44M","-0.54%"
"06/08/2022","23,291.7","22,666.7","23,416.7","22,458.3","14.19M","3.71%"
"06/07/2022","22,458.3","22,750.0","22,750.0","22,000.0","6.63M","-1.10%"
"06/06/2022","22,708.3","22,833.3","22,958.3","22,416.7","8.33M","-0.55%"
"06/03/2022","22,833.3","22,708.3","22,833.3","22,208.3","6.20M","0.74%"
"06/02/2022","22,666.7","22,958.3","23,208.3","22,666.7","7.79M","-1.45%"
"06/01/2022","23,000.0","23,000.0","23,333.3","22,958.3","4.71M","-0.54%"
"05/31/2022","23,125.0","23,333.3","23,333.3","22,916.7","6.34M","-1.25%"
"05/30/2022","23,416.7","23,541.7","23,541.7","23,250.0","9.53M","0.36%"
"05/27/2022","23,333.3","23,083.3","23,458.3","22,958.3","10.05M","1.27%"
"05/26/2022","23,041.7","23,583.3","23,583.3","23,041.7","8.71M","-1.43%"
"05/25/2022","23,375.0","22,500.0","23,541.7","22,500.0","13.10M","4.47%"
"05/24/2022","22,375.0","22,083.3","22,375.0","21,791.7","8.03M","2.09%"
"05/23/2022","21,916.7","22,500.0","22,583.3","21,750.0","7.52M","-2.59%"
"05/20/2022","22,500.0","22,333.3","22,708.3","22,166.7","6.05M","0.93%"
"05/19/2022","22,291.7","21,833.3","22,541.7","21,666.7","7.50M","0.38%"
"05/18/2022","22,208.3","22,333.3","22,916.7","22,000.0","10.41M","1.33%"
"05/17/2022","21,916.7","20,541.7","21,916.7","20,458.3","9.72M","6.91%"
"05/16/2022","20,500.0","21,000.0","21,125.0","20,416.7","8.86M","2.07%"
"05/13/2022","20,083.3","21,666.7","21,833.3","20,083.3","19.36M","-6.04%"
"05/12/2022","21,375.0","22,500.0","22,750.0","21,375.0","12.22M","-6.73%"
"05/11/2022","22,916.7","22,541.7","22,916.7","22,250.0","6.92M","1.66%"
"05/10/2022","22,541.7","21,500.0","22,541.7","20,916.7","13.01M","3.24%"
"05/09/2022","21,833.3","23,000.0","23,166.7","21,791.7","18.90M","-6.43%"
"05/06/2022","23,333.3","23,750.0","24,000.0","23,333.3","10.62M","-3.45%"
"05/05/2022","24,166.7","24,416.7","24,416.7","23,541.7","8.29M","0.35%"
"05/04/2022","24,083.3","24,833.3","24,875.0","24,083.3","9.45M","-3.02%"
"04/29/2022","24,833.3","24,458.3","24,916.7","24,416.7","10.18M","1.19%"
"04/28/2022","24,541.7","24,833.3","24,916.7","24,500.0","7.52M","-0.84%"
"04/27/2022","24,750.0","24,375.0","24,791.7","24,041.7","8.61M","1.19%"
"04/26/2022","24,458.3","23,333.3","24,541.7","22,500.0","17.74M","4.45%"
"04/25/2022","23,416.7","25,166.7","25,416.7","23,250.0","19.44M","-6.33%"
"04/22/2022","25,000.0","25,250.0","25,666.7","24,833.3","13.74M","0.00%"
"04/21/2022","25,000.0","24,583.3","25,458.3","24,250.0","15.13M","1.70%"
"04/20/2022","24,583.3","24,500.0","25,041.7","24,291.7","15.64M","0.68%"
"04/19/2022","24,416.7","25,416.7","25,708.3","24,416.7","15.30M","-3.30%"
"04/18/2022","25,250.0","26,083.3","26,083.3","25,125.0","21.47M","-3.50%"
"04/15/2022","26,166.7","26,916.7","26,958.3","26,083.3","18.13M","-2.79%"
"04/14/2022","26,916.7","27,250.0","27,416.7","26,916.7","9.49M","-0.92%"
"04/13/2022","27,166.7","26,875.0","27,333.3","26,833.3","16.27M","1.09%"
"04/12/2022","26,875.0","27,666.7","27,708.3","26,833.3","18.41M","-2.86%"
"04/08/2022","27,666.7","28,125.0","28,333.3","27,583.3","13.72M","-1.48%"
"04/07/2022","28,083.3","27,958.3","28,666.7","27,916.7","28.93M","1.05%"
"04/06/2022","27,791.7","27,208.3","27,916.7","27,083.3","20.14M","2.14%"
"04/05/2022","27,208.3","27,458.3","27,666.7","27,208.3","11.96M","-1.06%"
"04/04/2022","27,500.0","28,125.0","28,125.0","27,500.0","14.63M","-0.90%"
"04/01/2022","27,750.0","27,500.0","27,916.7","27,333.3","19.51M","1.06%"
"03/31/2022","27,458.3","27,208.3","27,583.3","27,208.3","15.39M","0.92%"
"03/30/2022","27,208.3","26,583.3","27,833.3","26,500.0","36.16M","2.03%"
"03/29/2022","26,666.7","26,375.0","26,666.7","26,250.0","8.96M","1.59%"
"03/28/2022","26,250.0","26,500.0","26,625.0","25,916.7","15.54M","-0.94%"
"03/25/2022","26,500.0","26,708.3","26,833.3","26,500.0","9.71M","-0.78%"
"03/24/2022","26,708.3","26,708.3","26,958.3","26,666.7","9.74M","-0.31%"
"03/23/2022","26,791.7","27,083.3","27,250.0","26,791.7","10.92M","-0.92%"
"03/22/2022","27,041.7","26,833.3","27,250.0","26,833.3","13.21M","0.78%"
"03/21/2022","26,833.3","26,916.7","26,916.7","26,500.0","14.03M","0.31%"
"03/18/2022","26,750.0","27,083.3","27,125.0","26,666.7","11.93M","-0.47%"
"03/17/2022","26,875.0","27,041.7","27,291.7","26,833.3","12.29M","0.47%"
"03/16/2022","26,750.0","26,791.7","27,000.0","26,583.3","13.47M","1.58%"
"03/15/2022","26,333.3","26,583.3","26,583.3","26,125.0","10.44M","-0.16%"
"03/14/2022","26,375.0","26,250.0","26,666.7","26,000.0","19.18M","0.64%"
"03/11/2022","26,208.3","25,875.0","26,416.7","25,875.0","13.52M","1.29%"
"03/10/2022","25,875.0","26,083.3","26,458.3","25,833.3","14.24M","0.98%"
"03/09/2022","25,625.0","25,833.3","26,083.3","25,208.3","28.93M","-0.81%"
"03/08/2022","25,833.3","26,500.0","26,666.7","25,833.3","30.76M","-3.73%"
"03/07/2022","26,833.3","26,833.3","27,208.3","26,666.7","22.68M","-2.13%"
"03/04/2022","27,416.7","27,500.0","27,750.0","27,166.7","13.44M","-0.60%"
"03/03/2022","27,583.3","27,416.7","27,750.0","26,333.3","35.98M","1.85%"
"03/02/2022","27,083.3","28,166.7","28,166.7","27,000.0","61.95M","-4.41%"
"03/01/2022","28,333.3","28,833.3","29,083.3","28,208.3","19.58M","-1.16%"
"02/28/2022","28,666.7","28,375.0","29,000.0","28,333.3","15.32M","0.88%"
"02/25/2022","28,416.7","28,708.3","29,083.3","28,416.7","20.17M","0.29%"
"02/24/2022","28,333.3","28,333.3","29,000.0","27,666.7","35.78M","-1.02%"
"02/23/2022","28,625.0","28,833.3","29,083.3","28,458.3","20.78M","-0.15%"
"02/22/2022","28,666.7","27,083.3","28,666.7","26,750.0","44.95M","5.36%"
"02/21/2022","27,208.3","27,166.7","27,416.7","26,541.7","22.59M","0.00%"
"02/18/2022","27,208.3","27,416.7","27,541.7","27,125.0","14.98M","-1.66%"
"02/17/2022","27,666.7","27,208.3","27,666.7","27,166.7","11.20M","1.68%"
"02/16/2022","27,208.3","27,458.3","27,541.7","26,875.0","11.17M","-0.15%"
"02/15/2022","27,250.0","26,791.7","27,416.7","26,625.0","24.89M","2.19%"
"02/14/2022","26,666.7","27,916.7","28,166.7","26,666.7","32.78M","-5.74%"
"02/11/2022","28,291.7","28,125.0","28,458.3","28,083.3","17.00M","0.59%"
"02/10/2022","28,125.0","27,666.7","28,500.0","27,541.7","28.43M","1.35%"
"02/09/2022","27,750.0","28,166.7","28,458.3","27,750.0","25.30M","-1.48%"
"02/08/2022","28,166.7","28,000.0","28,458.3","27,750.0","22.40M","0.00%"
"02/07/2022","28,166.7","28,583.3","28,750.0","27,958.3","20.16M","0.30%"
"01/28/2022","28,083.3","27,750.0","28,500.0","27,666.7","28.83M","2.12%"
"01/27/2022","27,500.0","27,500.0","27,791.7","27,125.0","21.19M","-0.90%"
"01/26/2022","27,750.0","27,458.3","28,250.0","27,333.3","33.26M","2.15%"
"01/25/2022","27,166.7","26,666.7","27,250.0","26,583.3","23.81M","1.56%"
"01/24/2022","26,750.0","26,541.7","27,500.0","26,375.0","38.55M","0.94%"
"01/21/2022","26,500.0","25,166.7","26,916.7","25,083.3","61.12M","5.30%"
"01/20/2022","25,166.7","24,750.0","25,416.7","24,375.0","18.76M","2.03%"
"01/19/2022","24,666.7","25,166.7","25,666.7","24,666.7","14.87M","-1.00%"
"01/18/2022","24,916.7","24,750.0","25,291.7","24,583.3","17.20M","1.36%"
"01/17/2022","24,583.3","24,750.0","25,625.0","24,583.3","35.32M","-0.51%"
"01/14/2022","24,708.3","24,583.3","25,125.0","24,375.0","11.37M","-0.17%"
"01/13/2022","24,750.0","24,750.0","25,708.3","24,625.0","41.70M","1.71%"
"01/12/2022","24,333.3","23,500.0","24,333.3","23,375.0","18.35M","4.66%"
"01/11/2022","23,250.0","23,541.7","23,750.0","23,250.0","8.21M","-0.71%"
"01/10/2022","23,416.7","23,791.7","23,958.3","23,416.7","10.72M","-1.75%"
"01/07/2022","23,833.3","23,625.0","24,041.7","23,583.3","11.43M","0.88%"
"01/06/2022","23,625.0","23,750.0","23,833.3","23,458.3","13.07M","-1.22%"
"01/05/2022","23,916.7","24,250.0","24,291.7","23,875.0","10.94M","-1.37%"
"01/04/2022","24,250.0","24,333.3","24,500.0","24,208.3","10.89M","0.69%"
"12/31/2021","24,083.3","23,916.7","24,458.3","23,750.0","15.59M","1.58%"
"12/30/2021","23,708.3","23,833.3","23,958.3","23,583.3","5.94M","0.53%"
"12/29/2021","23,583.3","23,708.3","24,041.7","23,541.7","11.08M","0.00%"
"12/28/2021","23,583.3","23,625.0","23,666.7","23,375.0","7.54M","0.53%"
"12/27/2021","23,458.3","23,583.3","23,666.7","23,250.0","4.64M","0.00%"
"12/24/2021","23,458.3","22,708.3","23,458.3","22,708.3","8.17M","3.11%"
"12/23/2021","22,750.0","23,166.7","23,208.3","22,583.3","12.17M","-1.27%"
"12/22/2021","23,041.7","23,291.7","23,375.0","22,958.3","10.40M","-1.07%"
"12/21/2021","23,291.7","23,416.7","23,500.0","23,208.3","7.64M","0.18%"
"12/20/2021","23,250.0","23,500.0","23,541.7","23,250.0","8.94M","-1.06%"
"12/17/2021","23,500.0","23,583.3","23,666.7","23,416.7","8.49M","-0.18%"
"12/16/2021","23,541.7","24,000.0","24,000.0","23,500.0","6.79M","-0.88%"
"12/15/2021","23,750.0","23,541.7","23,875.0","23,500.0","7.69M","0.88%"
"12/14/2021","23,541.7","23,625.0","23,833.3","23,500.0","7.36M","-0.53%"
"12/13/2021","23,666.7","23,625.0","23,750.0","23,583.3","10.63M","0.18%"
"12/10/2021","23,625.0","23,875.0","23,916.7","23,541.7","7.59M","-0.70%"
"12/09/2021","23,791.7","23,416.7","23,833.3","23,416.7","5.51M","0.53%"
"12/08/2021","23,666.7","23,500.0","23,916.7","23,375.0","8.83M","0.89%"
"12/07/2021","23,458.3","23,083.3","23,500.0","23,041.7","9.32M","2.36%"
"12/06/2021","22,916.7","23,583.3","23,791.7","22,500.0","19.60M","-2.83%"
"12/03/2021","23,583.3","24,416.7","24,500.0","23,583.3","14.93M","-2.75%"
"12/02/2021","24,250.0","24,708.3","24,750.0","24,250.0","8.77M","-1.36%"
"12/01/2021","24,583.3","24,166.7","24,583.3","24,000.0","12.66M","1.72%"
"11/30/2021","24,166.7","25,125.0","25,166.7","24,083.3","24.75M","-2.68%"
"11/29/2021","24,833.3","24,750.0","24,958.3","24,500.0","20.51M","-1.65%"
"11/26/2021","25,250.0","25,916.7","25,958.3","25,125.0","20.12M","-1.94%"
"11/25/2021","25,750.0","26,083.3","26,208.3","25,625.0","24.83M","0.00%"
"11/24/2021","25,750.0","24,083.3","25,750.0","23,958.3","51.61M","6.92%"
"11/23/2021","24,083.3","24,458.3","24,500.0","24,041.7","11.82M","-1.03%"
"11/22/2021","24,333.3","23,708.3","24,583.3","23,666.7","28.14M","3.18%"
"11/19/2021","23,583.3","23,500.0","24,125.0","23,333.3","21.93M","0.00%"
"11/18/2021","23,583.3","23,916.7","23,916.7","23,583.3","11.20M","-1.39%"
"11/17/2021","23,916.7","23,875.0","23,916.7","23,666.7","8.32M","0.17%"
"11/16/2021","23,875.0","24,000.0","24,125.0","23,750.0","16.66M","0.17%"
"11/15/2021","23,833.3","23,916.7","24,166.7","23,708.3","15.13M","0.17%"
"11/12/2021","23,791.7","23,333.3","23,791.7","23,333.3","11.37M","1.60%"
"11/11/2021","23,416.7","23,833.3","23,833.3","23,333.3","15.43M","-1.75%"
"11/10/2021","23,833.3","24,000.0","24,000.0","23,791.7","12.72M","0.00%"
"11/09/2021","23,833.3","23,833.3","24,125.0","23,750.0","14.84M","0.35%"
"11/08/2021","23,750.0","23,875.0","24,000.0","23,666.7","16.33M","-0.52%"
"11/05/2021","23,875.0","24,125.0","24,125.0","23,833.3","9.69M","-0.86%"
"11/04/2021","24,083.3","24,375.0","24,458.3","24,041.7","12.95M","-0.86%"
"11/03/2021","24,291.7","23,666.7","24,583.3","23,666.7","32.94M","2.64%"
"11/02/2021","23,666.7","23,583.3","23,750.0","23,541.7","10.32M","0.00%"
"11/01/2021","23,666.7","23,833.3","23,916.7","23,583.3","12.78M","-0.35%"
"10/29/2021","23,750.0","23,750.0","23,833.3","23,500.0","12.83M","0.00%"
"10/28/2021","23,750.0","23,875.0","23,875.0","23,625.0","10.54M","0.35%"
"10/27/2021","23,666.7","23,333.3","23,666.7","23,291.7","12.32M","1.61%"
"10/26/2021","23,291.7","23,083.3","23,291.7","23,000.0","8.20M","1.27%"
"10/25/2021","23,000.0","23,291.7","23,333.3","23,000.0","10.75M","-1.08%"
"10/22/2021","23,250.0","23,458.3","23,458.3","23,208.3","9.09M","0.00%"
"10/21/2021","23,250.0","23,750.0","23,750.0","23,250.0","12.23M","-1.06%"
"10/20/2021","23,500.0","23,750.0","23,750.0","23,166.7","10.73M","0.00%"
"10/19/2021","23,500.0","23,750.0","23,750.0","23,416.7","9.23M","-0.70%"
"10/18/2021","23,666.7","23,958.3","23,958.3","23,625.0","10.00M","0.00%"
"10/15/2021","23,666.7","23,958.3","23,958.3","23,625.0","9.83M","-0.35%"
"10/14/2021","23,750.0","23,958.3","24,000.0","23,750.0","12.83M","-0.35%"
"10/13/2021","23,833.3","24,250.0","24,250.0","23,833.3","11.73M","-0.52%"
"10/12/2021","23,958.3","24,291.7","24,291.7","23,791.7","17.85M","-0.17%"
"10/11/2021","24,000.0","23,166.7","24,000.0","23,125.0","30.26M","3.97%"
"10/08/2021","23,083.3","23,041.7","23,166.7","22,958.3","9.67M","0.18%"
"10/07/2021","23,041.7","23,250.0","23,250.0","22,958.3","7.73M","0.55%"
"10/06/2021","22,916.7","22,916.7","22,958.3","22,625.0","12.04M","0.37%"
"10/05/2021","22,833.3","22,541.7","22,833.3","22,541.7","11.36M","1.11%"
"10/04/2021","22,583.3","22,875.0","22,916.7","22,416.7","14.65M","-1.28%"
"10/01/2021","22,875.0","23,250.0","23,291.7","22,708.3","16.24M","-1.44%"
"09/30/2021","23,208.3","23,166.7","23,458.3","23,125.0","7.97M","0.18%"
"09/29/2021","23,166.7","23,333.3","23,500.0","23,125.0","13.33M","-0.71%"
"09/28/2021","23,333.3","23,333.3","23,416.7","23,166.7","8.87M","0.00%"
"09/27/2021","23,333.3","24,083.3","24,166.7","23,333.3","11.18M","-2.44%"
"09/24/2021","23,916.7","23,333.3","24,041.7","23,250.0","34.95M","2.87%"
"09/23/2021","23,250.0","23,333.3","23,500.0","23,166.7","14.15M","-0.36%"
"09/22/2021","23,333.3","23,333.3","23,458.3","23,083.3","11.16M","0.00%"
"09/21/2021","23,333.3","23,250.0","23,416.7","23,041.7","11.34M","-0.89%"
"09/20/2021","23,541.7","23,458.3","23,750.0","23,416.7","20.00M","1.44%"
"09/17/2021","23,208.3","23,333.3","23,333.3","23,041.7","11.66M","0.18%"
"09/16/2021","23,166.7","22,916.7","23,166.7","22,916.7","11.73M","1.28%"
